"//  COLOR KEY:\n// GREEN is READY FOR TRANSLATION\n// YELLOW is IN PROGRESS, DON'T TRANSLATE\n// RED is UNUSED, DON'T TRANSLATE\n//PURPLE NEEDS UPDATE (pls change to blue after update)\n//BLUE is UPDATED TEXTS",,
"menu_startgame","Start Game","開始遊戲"
"tutorial_weight_text","If you carry too much luggage you will become encumbered, slowing you down and preventing you from regaining your stamina.","如果你攜帶太多的東西你會變得遲緩，這會降低你的移動速度並讓你的耐力值無法恢復。"
"tutorial_cold_label","Hugin: Cold","福金：寒冷"
"tutorial_cold_topic","Be wary of the weather","注意天氣"
"tutorial_cold_text","When the temperature drops at night, or if you are wet, you will suffer from being cold. This reduces your stamina regeneration.\n\nSeeking shelter by an open flame is your best option when this happens.","當黑夜來臨而溫度下降，或者你濕了，你會感覺到非常寒冷。 這會讓你的耐力值恢復速度變慢。 \n\n找到靠近火源的庇護所是解決這個問題最好的辦法。"
"tutorial_hunger_label","Hugin: Hunger","福金：飢餓"
"tutorial_hunger_topic","You need sustenance","你需要營養"
"tutorial_hunger_text","Consuming food is of <color=yellow>utmost importance</color> to a viking warrior, even in the afterlife. Having a full belly both fortifies your health and improves your stamina.\n\nFood can be found everywhere in the world, and a great deal of it can be prepared at a <color=yellow>Cooking station</color>.","對於維京戰士來說，<color=yellow>最重要的事</color>就是乾飯，即使你已經轉生。 \n只有吃飽了才可以強化你的生命值和耐力值。 \n\n即使周遭都可以找到食物，最好還是準備一個 <color=yellow>烹飪檯</color>。"
"tutorial_food_label","Hugin: Food","福金：食物"
"tutorial_food_topic","A tasty morsel!","齒頰留香！"
"tutorial_food_text","You have found a snack, consume it to improve your health and stamina.\n\nBe aware that before long you will grow hungry again, so try to always have at least a couple of different meals ready.","你發現了一種小吃，吃掉它會強化你的生命值和耐力值。 \n\n需要注意的是，你會定期感到飢餓，所以最好隨身攜帶幾種不同的食物哦。"
"tutorial_hammer_label","Hugin: Hammer","福金：工具錘"
"tutorial_hammer_topic","You have crafted a Hammer","你製作了一把工具錘"
"tutorial_hammer_text","With this tool you will raise mighty halls and towering fortifications.\n\nStart by building a <color=yellow>Workbench</color>, this in turn will enable you to construct other things.","你可以用這把工具錘建造雄偉的大殿和堅固的堡壘。 \n\n不過首先你需要製作一個<color=yellow>工作檯</color>，這樣你才可以開始建造其他設施。 \n"
"tutorial_hoe_label","Hugin: Hoe","福金：鋤頭"
"tutorial_hoe_topic","You have crafted a Hoe","你製作了一把鋤頭"
"tutorial_hoe_text","This tool is used for landscaping, you could say it is the perfect complement to the Hammer.\n\nUse it to clear the ground and manipulate the terrain. It is easier to create buildings on level ground!","這個工具可以用來整地，可以說是工具錘的最佳伙伴。 \n\n它可以用作清理地面，和管理地貌。 在平坦的地面上會更加容易建造房屋。"
"tutorial_ore_label","Hugin: Ore","福金：礦石"
"tutorial_ore_topic","You have found some ore","你發現了一些礦石"
"tutorial_ore_text","Raw ore needs to be refined in the <color=yellow>Smelter</color> before you can work it at the <color=yellow>Forge</color>.\n\nTo build a Smelter you will need <color=yellow>Surtling Cores</color>. Search for them in the dark places beneath the earth.","礦原石需要經過 <color=yellow>冶煉爐</color>的提煉後才可以開始 <color=yellow>鍛造</color>。 \n\n你需要 <color=yellow>焰靈之核</color>才可以建造冶煉爐。 去黑暗的地下城搜尋吧。"
"tutorial_workbench_label","Hugin: Workbench","福金：工作檯"
"tutorial_workbench_topic","You have built a Workbench","你建造了一個工作檯"
"tutorial_workbench_text","The Workbench allows you to craft <color=yellow>complex Items</color> as well as giving you access to lots of more <color=yellow>Building Pieces</color> to construct with the Hammer.","工作檯是你<color=yellow>合成物品</color>的地方，也可以讓你有更多的<color=yellow>建材</color>選項。"
"tutorial_portal_label","Hugin: Portals","福金：傳送門"
"tutorial_portal_topic","You have built a Portal","你建造了一個傳送門"
"tutorial_portal_text","Portals are great for fast travel between different parts of the world.\n\nOf course, you need to build one on the other end as well, then give the pair the same name and they will be automatically connected!","傳送門可以使你快速移動到世界的其他位置。 \n\n當然你在另一端也必須要建立一個傳送門才行，你只需要給兩個傳送門標上同樣的咒文，這樣它們就會自動連接。"
"tutorial_altar_label","Hugin: Forsaken altars","福金：被遺忘的祭壇"
"tutorial_altar_topic","Calling forth the beast","召喚著神獸"
"tutorial_altar_text","You have found the summoning place of one of the Forsaken. Make the correct offering at their altar and they will come.\n\nBe wary though, the Forsaken are not easy prey. So craft a wicked weapon, don your finest armor, and eat a hearty meal before engaging them in combat.","你找到了召喚被遺忘者的祭壇，在祭壇獻上正確的祭品他們便會出現。 \n\n注意！被遺忘者們可不是輕易被降服的。 在戰鬥前你需要製造強勁的武器，穿上最堅固的護甲和好好大吃一頓，"
"tutorial_crypt_label","Hugin: Dungeons","福金：地下城"
"tutorial_crypt_topic","Treasures lie below","寶藏都在地下"
"tutorial_crypt_text","Delves and dungeons can be found across the 10th World. They are monuments of the past, and most often filled with the riches of civilizations long lost.\n\nRemember to bring a light source!","在第十大神界中可以找到地洞和地下城。 它們是過往的紀念碑，而且大多數的地洞和地下城都藏滿了早已遺失的文明和寶藏。 \n\n請記得帶上光源！"
"tutorial_pickaxe_label","Hugin: Pickaxe","福金：鎬"
"tutorial_pickaxe_topic","You have crafted a Pickaxe","你製作了一把鎬"
"tutorial_pickaxe_text","Black forest is rich in minerals, there you can find copper in the ground and tin lining the ocean shore.\n\nNow go forth and strike the earth!","黑暗森林有著豊富的礦物資源，你可以在內陸上找到銅，在海岸邊找到錫。 \n\n現在快去開採吧！"
"tutorial_bosstrophy_label","Hugin: Forsaken trophy","福金：被遺忘者戰利品"
"tutorial_bosstrophy_topic","Congratulations, warrior!","恭喜！戰士！"
"tutorial_bosstrophy_text","Return to the Sacrificial Stones with your Forsaken trophy and offer it as a sacrifice to make the Gods smile upon you.","帶著你獲得的被遺忘者戰利品返回獻祭石並獻祭，這樣才能讓眾神對你另眼相看。"
"tutorial_wishbone_label","Hugin: Wishbone","福金：願望骨"
"tutorial_wishbone_topic","Bonemass left you a parting gift","邪骨惡靈給你留下了一份禮物"
"tutorial_wishbone_text","It seems one of the many bones this living ossuary hid in his belly was a Wishbone.\n\nThis bone contains powerful magic that guides you to things hidden in the earth. It can locate Silver veins, but may also lead you to buried treasure...","好像在他腹部藏著的許多骨頭裡，其中有一塊就是願望骨。 \n\n這塊骨頭自帶著強大的魔法，可以帶你找到許多隱秘的寶物。 它能定位銀礦脈，也可能帶你找到被埋藏的寶藏..."
"tutorial_blackforest_label","Hugin: Black forest","福金：黑暗森林"
"tutorial_blackforest_topic","Turn back! This is a dangerous place","快回去，這裡非常危險。"
"tutorial_blackforest_text","You have wandered into Black forest. This place can be very dangerous for those unprepared for it. Prove your worth by slaying Eikthyr.","你遊蕩到黑暗森林了。 在沒有準備好的情況下來到這裡是非常危險的。 你必須擊敗赤血靈鹿才能獲得探索這裡的資格。"
"tutorial_guardstone_label","Hugin: Ward","福金：守護石"
"tutorial_guardstone_topic","You have built a Ward","你建造了一塊守護石"
"tutorial_guardstone_text","The Ward emits a strong aura that prevents other vikings from building things. It also locks all doors within its influence.","這塊帶著強大光環的守護石能阻止其他維京戰士在區域內建造或拆除。 它也能鎖上區域内所有的門。"
"tutorial_smelter_label","Hugin: Smelter","福金：冶煉爐"
"tutorial_smelter_topic","You have built a Smelter","你建造了一個冶煉爐"
"tutorial_smelter_text","Deposit your raw ore in this furnace and it will melt away all impurities, leaving you with a bar of refined metal to work at the Forge.\n\nYou will need <color=yellow>Coal</color> to fuel the Smelter, this can be produced by building a Kiln and loading it with Wood.","將你的礦原石放進這台熔爐裡，它會熔化裡面所有的雜質，這樣你就能得到純淨的金屬來鍛造。 \n\n過程中需要用到<color=yellow>木炭</color>，建造一個木炭窯來把木頭燒成木炭。"
"tutorial_bed_label","Hugin: Settling in","福金：定居"
"tutorial_bed_topic","A headrest for the weary!","好睡床，不睡嗎？"
"tutorial_bed_text","Sleep the night away in your bed and awaken feeling refreshed and full of energy.\n\nAnother improvement to your home would be some chests where you can store items. <color=yellow>It is good practice to always have some spare equipment</color>, if something unfortunate should happen to you while exploring...","晚上好好的睡一覺，醒來時才能有滿滿的力量和振作的精神來迎接新一天的挑戰。 \n\n有家的另一個好處就是，你可以製作一些可以保存物品的寶箱。 <color=yellow>你最好隨時都有一些備用的武器和裝備</color>，以備不時之需，比如你在探索時不幸出了什麼意外...."
"tutorial_randomevent_label","Hugin: Invasions","福金：侵略"
"tutorial_randomevent_topic","You have been invaded","你被侵略了"
"tutorial_randomevent_text","Monsters will lay siege to your camp from time to time. Strength of arms does not guarantee you victory in these situations, build a strong defence to weather out the storm!","敵人會三不五時的向你的營地發動進攻。 技能或裝備並不能保證你一定能贏，你需要修建更堅固的防護才能抵抗他們的進攻。"
"tutorial_randomimp1","Hail warrior.","這邊，戰士"
"tutorial_randomimp2","Well met.","幸會。"
"tutorial_randomimp3","I bring tidings.","我帶來了消息。"
"tutorial_random1","Kraa!","啞！"
"tutorial_random2","Was that a vole...","那是田鼠嗎？"
"tutorial_random3","Fair weather...","天氣不錯..."
,,
,,
"piece_lorestone","Runestone","符文石"
"lore_gdking","BURN THEIR YOUNG","焚其幼子"
"lore_bonemass","COOK THEIR REMAINS","烹其遺骸"
"lore_eikthyr","HUNT HIS KIN","獵其外皮"
"lore_dragonqueen","SACRIFICE HER SPAWN","祭其之卵"
"lore_goblinking","AND HIS DYING SOUL WAS SPLIT AND SHARED AMONG ALL HIS KIN","他那即將消散的靈魂浸入了他身體裡的每一部分！"
"lore_intro","Long ago, the Allfather Odin united the worlds. He threw down his foes and cast them into the tenth world, then split the boughs that held their prison to the World-Tree, and left it to drift unanchored, a place of exile…\n\n\n\nFor centuries, this world slumbered uneasily. But it did not die... As glacial ages passed, kingdoms rose and fell out of sight of the gods.\n\n\n\nWhen Odin heard his enemies were growing once again in strength, he looked to Midgard and sent his Valkyries to scour the battlefields for the greatest of their warriors. Dead to the world, they would be born again…\n\n\n\n…in VALHEIM!","在很久很久以前，諸神之父奧丁統領著整個世界。 他打敗了所有的敵人並把他們拋入了第十大神界，然後把支撐這煉獄的巨木劈開，取了其中一塊變成了世界之樹，並讓它孤零零地留在了這被遺忘的放逐者之境...\n\n\n數百年以來，這個世界雖在沉睡，但實則躁動不安。 但是，它並沒有死去...一整個冰川世紀過去了，王朝興起又衰落，而諸神並不知曉。 \n\n\n當奧丁聽說他的敵人們正在重新生長，恢復力量，他派出了女武神們到人界為他找到最勇猛的戰士們。 他們在人界已經死去，而他們即將重生在...\n\n\n...瓦爾海姆！\n\n\n"
"lore_intro_OLD","To prove that you are worthy of entering Valhalla you have been sent to Valheim, the 10th Norse world. Only by defeating the mighty beasts of these lands will you win the favor of the gods.","要證明你有資格進入英靈殿，特派你前往瓦爾海姆——第10大諾斯世界。 只有打敗這片土地上的強大野獸，你才能得到眾神的垂青。"
"lore_greydwarfs_label","Lore: Greydwarfs","背景：灰矮人"
"lore_greydwarfs","Let all who read me beware of the Greydwarfs, the skulkers in darkness, the soulless ones. They are born from rot and rainfall, they spring like mushrooms from the smoking soil. There is nothing on their tongues or behind their eyes, those who fear nothing should still fear them.\n\nWhen the soul of a murderer or a great sinner rots under the ground, it makes a hollow cyst which draws rock and wood and moss to it. It gathers up the peat into flesh, braids reeds into bone and takes rags for skin.\n\nIt should not walk but when the night comes it walks. Should you who read this see one with a sword to your hand, lance it and let it out. Or put it to the torch, for it fears the flame.","你若聞此，小心灰矮人、黑暗潛伏者與失魂之靈。 此輩從腐爛和雨水中降生，如蘑菇般從煙氣土壤中破土而出。 其舌尖眼後毫無生氣，就連無所畏懼之人也會懼怕。 \n\n當殺戮之人或極罪之人的靈魂在地下腐爛，便形成空洞的罅隙，吸入岩石、草木與苔蘚。 其以泥煤為肉，草木為骨，碎屑為皮。 \n\n雖無法行走，但當夜幕降臨，亦能邁步。 你若聞此，應執劍在手，切開束縛，解放其身。 亦可火炬事之，因其懼怕火焰。"
"lore_surtlings_label","Lore: Surtlings","背景：焰靈"
"lore_surtlings","Let you who read me know of the Surtlings, that you might not fall prey to their wickedness.\n\nLong ago the great demon Surtr was brought down and destroyed by the First Men, giant warriors of whom you are but a dwindling echo. They smote long upon the body of this Surtr with swords and hammers so that his fiery substance was shattered into many small pieces.\n\nHe who was made of the fire was fire in every part of him. You could not say ‘Here is the brain of Surtr’ or ‘Here is Surtr’s liver’ because every part was Surtr. So all the fragments of him were Surtr still, only much weaker in power and in thought and in memory, with no way to become whole once again.\n\nNow we call these fragments Surtlings and when they are found they should be stamped out like the last embers of a fire or doused with water to choke off their flames at the root. They will throw fire from afar and joy in causing terror and destruction. Even in his scattered dotage, the demon seeks revenge on the children of the First Men.","今將焰靈之事說與你聽，但你不可屈服於其邪惡。 \n\n古時惡魔薩特焰降臨，幸有先民將其降伏，此乃你輩之英雄，如今已默默無聞。 其以劍錘攻薩特之軀，烈火濺散，碎為小塊。 \n\n火焰之軀，寸寸皮肉皆為火。 或曰“此為薩特之腦”，又或“此為薩特之肝”，只因無一處不是薩特。 故其碎片仍是薩特，然其所思所想已不勝先前，亦無法再聚為一體。 \n\n如今碎片稱為薩特靈，即便尋得，也不過火之餘燼，又或浸沒水中，其火根已滅。 其可遠處投火，最喜散布恐懼與毀滅。 縱然破碎泯滅，惡魔仍追尋先民子嗣，伺機復仇。"
"lore_wraith_label","Lore: Wraiths","背景：鬼魅"
"lore_wraith","Rest, wanderer, and consider the wraiths.\n\nWe know that when a warrior dies, their soul cracks open and seeps into the earth around them, thereby to nourish new life and strengthen those who follow after.\n\nYet if a warrior should die with no great deeds to their name, their soul will be too thin and airy. It will flow upwards instead, like smoke from a hearth. These wisps of souls sometimes catch in the branches of trees long enough to form wraiths, wretched shadows with nothing but bitterness and jealousy to drive them. Blown about the land in despair, they remain only to prey on those who are still living.\n\nShould you see one, kill it and count it a mercy.","流浪者，於此稍歇，再說鬼魅。 \n\n你我當知，戰士身死，靈魂應破碎滲入四周地底，以此滋養新生，激勵後來之人。 \n\n但若戰士雖死，而無功績勇名，其靈魂則稀薄如空氣，冉冉直上，飄如爐中之煙。 此等靈魂時而掛樹，久而久之，形如幽靈魅影，空洞悲切，徒留苦痛妒忌。 其於絕望中飄動，亦只能糾纏生者。 \n\n你若見之，應殺之，是為慈悲。"
"lore_draugr_label","Lore: Draugr","背景：屍鬼"
"lore_draugr","Long ages ago, the world of Valheim was home to a race of proud and noble people. They built great towers that touched the clouds and delved deep into the earth for precious metals. But their pride was their undoing. They challenged the very gods and went to war against the Aesir and the Vanir, destroying themselves completely. Great Odin levelled their cities and Loki consumed their mines in fire. Mighty Thor broke down their towers and Freya sowed their fields with salt tears.\n\nNow they are sunk many hundreds of years deep. No songs sing of their stories, and the earth has claimed their cities. But pride cannot be killed entirely and the warriors who fought in that final battle will not surrender until their bodies are dust and the dust long gone. They return as Draugr, unholy walkers in ancient armour, creatures of rust and despair.\n\nBreak them, bury them, let them know they are dead.","遙遠古時，瓦爾海姆居住著驕傲高貴的民族。 他們建起巨塔，高可入雲，下可入地掘金。 然而，驕傲導致失敗。 此輩挑戰眾神，宣戰阿薩神族與瓦尼爾，徹底自毀。 偉大奧丁夷平城市，洛基火燒礦脈。 強大索爾推倒高塔，芙蕾雅以鹹淚填其土地。 \n\n如今，此輩已沉淪地底數百世。 其事跡已無人歌頌，其城市已遭泥土覆滅。 然而驕傲無法徹底消滅，此輩奮起最終一戰，至死不降，直到身滅入土，隨土散盡。 此輩歸來乃是屍鬼，身披古甲的邪惡行者，在鏽蝕中絕望的生靈。 \n\n毀之，葬之，使之安息。"
"lore_drake_label","Lore: Drake","背景：霜龍"
"lore_drake","Let you who read me be aware of the Frost wyrms, one of the most ancient kins sprung from Ymir's body.\n\nThe most common form of the wyrm are the Drakes, the small males that cares for the offspring. Most often they can be seen poised by rocky nests guarding the eggs. In contrast, the females are much larger and a rare sight to behold, but once angered they provide a vicious foe.","請你聆聽，從尤彌爾身體上幻化出的最古老的血脈之一：凜冬飛龍。 \n\n霜龍是一種最常見的凜冬飛龍，霜龍多雄性育後。 他們通常會靜靜守護在龍蛋旁，而雌性通常體型較大，並且十分罕見，但如果被人發現，她們將會是極度危險的敵人。"
"lore_meadows_random01","Where the grass grows underfoot\n\nAnd the sky is blue overhead\n\nThere will always be a hearth and a home\n","當你看到青青草原\n\n天空湛藍\n\n那就是有火有家的好地方"
"lore_meadows_random02","Long ages past, when the Allfather Odin united the worlds, he threw down the Vanir, the giants and those creatures older than any others. The greatest of them could not be killed but were instead Forsaken, exiled here to Valheim for eternity.\n\nWhen they tread the earth, the lesser creatures jump like crumbs on a drumskin. You will know them when you see them.\n","很久很久以前，當奧丁還統治者整個世界，他撒下了華納神族，他們中有巨人和最古老的生命。 那些最古老的生命不能被殺死，只能被遺棄並變成被遺忘者，他們被永遠地放逐到了瓦爾海姆。 \n\n\n當它們踏上這片土地時，弱小的生物們會像鼓皮上的碎屑一樣震動。 你看到它們的時候你就知道了。"
"lore_meadows_random03","Give thanks to Frey for the rain and sun\n\nFor the shoots that break the earth's skin\n\nAnd the fruits of the vine\n\nGive thanks to Odin for the flesh and bone\n\nThe smoke from the cooking fire, the warm pelt\n\nAnd the strength of your arm\n","感恩弗雷帶來的雨滴和陽光\n\n衝破地面的嫩芽\n\n和藤蔓上的果實\n\n感恩奧丁賜予的血肉之軀\n\n炊煙裊裊，暖暖皮袍\n\n還有你強壯的臂膀"
"lore_meadows_random04","Hold, traveller, and bear witness to my warning. We are many who have come before you, carried here by Odin's will to do his work. The path ahead is hard and the dangers great. If you hold your life dear, keep to these meadows and make your dwelling away from the trees. Fear the Horned One and spare his kin.\r","等等旅行者，請耐心聽完我的提醒。 我們是在你之前來到這片土地上的，奧丁把我們帶到了這裡完成他的使命，你未來的道路艱難並危機重重。 如果你想遠離危險，請留在青青草原並在遠離樹林的地方修建居所。 \n\n要對有犄角的保持敬畏並放過它的血脈。"
"lore_meadows_random05","Heed these words of Ulf, a poor settler in a strange land. You will find here good stone and wood, all you need to build a house. You will need to craft a roof to keep out the rain. Then you will need walls to stop the roof from falling down. Finally, you must have a door or it will be much harder to go in and out.\n\nThese things Ulf has learned for himself. Now he writes them on this stone to help others. Pray to Odin for his soul.","聽從烏爾夫的建議，一個在這片土地上生存過的定居者。 你會找到良好的石頭和木材，這是你修建一間房子的所有必需品。 你需要建造屋頂來遮風擋雨。 然後你需要建造木牆來支撐屋頂。 最後，你需要一扇門來防止別人輕易進出你的房子。 \n\n\n這是烏爾夫自己領悟到的，他把這些訊息刻在了石碑上以幫助他人。 為奧丁的靈魂祈禱。"
"lore_meadows_random06","I was Astrid, a shieldmaiden of the forest. I know nothing of my life before I came here but my arm remembers the sword and my eyes see the course of the arrow. Now the raven guides me and I fight the great beasts in Odin's name.","我曾是阿斯特麗德，一名護林女。 我不記得我來這裡前的生活，但是我的手臂記得怎麼用劍，我的眼睛能看見箭的軌跡。 現在那隻烏鴉是我的嚮導，而我，為了奧丁而戰。"
"lore_meadows_boartaming","This land is hard and wild but we who are brought here are harder still. Take comfort, traveller, in the gifts before you, the good wood and stone, the fruits and flowers of the forest.\n\nLook also to the wild boar who roam these lands. They fear fire and the hand of man but they can be taught to obey it. Go quietly to them and let them eat of your stock. Roots of the ground are their pleasure.","這片土地艱難而崎嶇，而我們比這片土地更加頑強。 大自然的饋贈照顧好你自己，旅行者，例如良好的石頭和木材，還有森林裡的果實和鮮花。 \n\n尋找遊蕩在各處的鬢豬。 它們怕火和拳頭但是你也可以用此馴服它們。 \n悄悄的接近它們並投餵你吃剩的食物。 它們最喜歡的是根莖類蔬果。"
"lore_blackforest_random01","Beware the deep trees, beware the true dark. When the night comes, keep close to your fire.","小心密林深處，小心正真的黑暗。 當夜晚來臨，你需要讓自己靠近火焰。"
"lore_blackforest_random02","Beneath the ground, the roots of the forest twine together on a great loom. Pluck one thread and the whole weave will move. Chop down one tree and all the wood will know. Make yourself known to the One Who Walks, and he will seek you out.","森林裡的樹根在地底下緊緊的纏繞在一起。 拔出其中一根，所有的根莖都會移動。 砍掉一棵樹，所有的樹都會知道。 讓那顆會走的樹知道你，他便會開始尋找你的蹤跡。"
"lore_blackforest_random03","I was Harald, a man from the coast. I remember nothing more of my life in Midgard except that I was a warrior. In my dreams I see the faces of those I killed. I leave this stone that at least my name will remain.","我曾是哈拉爾德，一個來自海岸的男人。 我不記得除了我在人界曾是一名戰士以外的任何事。 被我擊殺過的面孔時常出現在我的夢魘裡。 我留下這塊石碑，這樣至少有人會記得我的名字。"
"lore_blackforest_random04","Rest awhile and remember Ulf, who carved this stone with his own hand but could think of nothing to say.","休息一下，並想想烏爾夫吧，他的雙手雕刻了這塊石碑却無話可說。"
"lore_blackforest_random05","Beware the Old One. The ravens say that in ages past he was a shoot of great Yggdrasil itself and a force of wisdom in the days when men and trees were friends. Now he scorns the axe and sets himself against the works of the Gods themselves. Odin banished him here for his pride but his roots are deep.","小心老者。 烏鴉說很久以前，在人類和樹木還是朋友的時候，他就是世界之樹的新芽，也是一股強大的智慧之力。 現在他鄙夷斧頭，讓自己成為了眾神之敵。 因為他的傲慢，他被奧丁放逐至此，但是他卻在此深深扎根。"
"lore_blackforest_random06","We who were carried here by the Valkyrie are not the first men in this land. I have seen with my own eyes the halls they made beneath the ground and the ruins of their cities. Will the same fate await us?","被女武神送到這裡來的我們並不是第一批來到這裡的勇士。 我曾親眼看見過他們在地下建造的宮殿和城市。 等待我們的將會是相同的命運嗎？"
"lore_blackforest_random07","Seven were the creatures banished to this world by mighty Odin in the first days of his kingship. Seven gods and monsters too proud to bear his yoke. I have heard the tread of the Old Ones in the forest and have crouched in the shadow of the Mountain Mother when she flies. Of the others I know little. I will add to this stone when I have seen more.","當奧丁稱王時，他放逐了七種生物到這裡。 七位不願俯首稱臣的神明。 我曾在森林裡聽過長老的腳步聲，也曾在飛翔的雪山之母的影子裡匍匐。 我對幾位所知甚少。 當我見過了他們，我會把他們也刻到這塊石碑上。"
"lore_swamp_random01","Heed the words of poor Ulf and do not build your house beside the murky waters. Bad dreams and a soggy bed are all you will find. I leave this stone as a warning and go now to make my dwelling on higher ground.","記住烏爾夫的警告，不要把你的房子建造在陰暗的水源附近，這樣你只會得到噩夢和潮濕的床鋪。 我會把這塊石碑留在這裡並去高地建造我的住所。"
"lore_swamp_random02","Linger not, traveller. The air is pestilent and the water poison. The Draugr walk here and the thing I will not name stirs below the surface, a bitter mass of bone and sin. Tread carefully and quickly until you feel the sun on your face once more.","不要在此逗留，旅行者。 這裡的空氣裡散發著瘟疫，這裡的水裡流淌著蠱毒。 屍鬼在此橫行，還有我不會告訴你名字的東西在地下浮動，一堆痛苦罪惡的枯骨。 快速跑過這裡，讓陽光在此撒到你的臉上。"
"lore_swamp_random03","In this gloomy region you may yet find something which shines. War-flesh, warrior's gold, bread of the forge... Bright iron is here for those who will take it!","在這片晦暗的區域，你也許會找到一些發光的東西。 戰爭後散落的武器，戰士們的金子，熔爐的食物...閃光的鐵在這等著來尋寶的勇士。"
"lore_swamp_random04","You who pass, remember me. I am a man whose home was once in the mountains of Midgard, carried here when I thought to earn my rest, to find a life after life in Valheim. There were seven of us before the Greydwarves came. Now Odin will not hear me and the seas refuse me. Soon this stone will be all that remains.","匆匆行人，定勿忘我。 我曾在人界以雪山為家，以為會長眠於此，在瓦爾海姆尋到的來世。 曾是一行七位在灰矮人之前來到了這裡。 現在奧丁再也不會理睬我而海洋也將我拒之門外。 很快這塊石碑便會是孤唯一的遺骸。"
"lore_swamp_random05","Beware the surtlings, embers of a great fire long ago stamped to ashes. They are drawn to the swamp in numbers but their lights can be seen from afar. Keep to the high ground.","小心焰靈，舊時一場大火的餘燼。 他們中的大多數被沼澤吸引，他們發出的光芒很遠就能看到。 站在高處。"
"lore_swamp_random06","In centuries past, the Draugr walked these lands just as you do now. Pity them, caught between the living and the dead in a shadow of the world they once knew. To destroy them is a mercy.","幾個世紀以前，屍鬼也和你我一樣在這片土地上行走。 可憐啊，在他們曾經熟悉的世界裡被困在了生與死之間，只能在黑暗裡苟活。 殺掉他們是對他們最後的仁慈。"
"lore_swamp_random07","Below the mist and murk\n\nBone speaks to bone\n\nRemembering flesh.","在迷霧和黑暗之下\n\n枯骨在喃喃低語\n\n懷念曾經的血肉之軀"
"lore_mountains_random01","Few of us found our way to these mountains. We were twenty and now we are two. Agda is dying, a Draugr arrow lies near her heart. I will bid her farewell beside this stone and give her ashes to the wind. Then I will turn my face to the highest peak and seek out the Winged One. May Odin give me death or glory.","我們幾個找到了去凜冽雪山的路。 我們開始有二十人，現在剩下兩人。 阿格達快要死去了，她的心被一枝屍鬼箭射中。 我將會在這塊石碑旁給她舉行一場告別儀式並把她的骨灰撒進風中。 然後我會將我的臉轉向最高的地方並找到那對翅膀。 願奧丁賜予我榮耀或是死亡。"
"lore_mountains_random02","This marks the spot where the great drake was first seen by me, Ulf, in the third summer of my life in Valheim. She stopped here to leave a pile of dung holding the bones of deer, boar and the skull of a greydwarf. I will never come near this place again.","這個標記是我，烏爾夫第一次看見霜龍的地方，那時是我在瓦爾海姆的第三個夏天。 她在這裡留下了一堆沾著鹿骨，鬢豬骨和灰矮人頭骨的糞便。 我再也不會到這附近來了。"
"lore_mountains_random03","Halt and listen, traveller. On the highest peaks of Valheim, the air is thin and fragile. From here you can sometimes catch sounds from other places, the ring of battle on Midgard, the roar of a feast in Valhalla or the shriek of a Valkyrie as she crosses the space between the worlds.","請停下你的腳步並傾聽，旅行者。 在瓦爾海姆最高的山峰，空氣凜冽而稀薄。 在這裡你有可能可以聽到來自其他地方的聲音，譬如人界戰爭的號角，英靈殿宴會的喧譁或女武神們穿梭在各個神界的哀鳴。"
"lore_mountains_random04","Where this stands I once saw the great drake flying above me and I hid in a bush until she passed. Ulf the Brave carved this stone.","我曾在這裡看到了正在盤旋的霜龍，我躲進了草叢直到她飛離了這裡。 無畏者烏爾夫雕刻了這塊石碑。"
"lore_mountains_random05","Let those who read me know not to tarry on these slopes, far from their hearth and the safety of the greenwood. The beasts of the mountains are fell and fierce, hungry for meat, and the worst of these beasts is the cold wind itself. Wear thick furs, build strong fires and be sure not to disturb the eggs of the great drake if you value your life.","讓我告訴你，不要在這裡停留，你已經離開安全範圍很遠很遠了。 山裡面的野獸兇殘而狂暴，對新鮮的肉非常飢渴，比這些野獸更糟糕的是凜冽的寒風。 穿上厚實的護甲，升起篝火併保證不要打擾到霜龍的蛋，如果你還想活命的話。"
"lore_mountains_random06","Great cities do not rise of themselves\n\nHarden your heart, settler in a strange land\n\nBuild from the ground upwards","壯麗的城市從來不會平地而起\n\n心如磐石，隨遇而安\n\n從零開始"
"lore_mountains_random07","This stone was placed by me, Astrid, in my seventh year in Valheim. At this spot, the Allfather spoke to me. I awoke from a deep sleep to find his words scattered around me on the ground, frozen to pebbles by the deep cold. When I warmed them in my hands they thawed and spoke his message to me, one word after another.\n\nSlay the Forsaken. Chain their heads. I will come.","這塊石碑是被我來瓦爾海姆的第七年放在這裡的，我是阿斯特麗德。 諸神之父曾在這裡和我對話。 我從長眠中醒來，發現留給我的話散落在我周圍的地面上，已經被凍得像鵝卵石。 當我用的雙手捧起它們，它們開始融化並一字一句地對我說出了奧丁留給我的話。 \n\n\n擊殺被遺忘者們，用鎖鏈綁起他們的頭顱，我便會出現。"
"lore_mountains_fenring","Watch for him in moonlight\n\nHaunter of the night.\n\nSoft of foot\n\nSharp of tooth\n\nSlow to stalk\n\nQuick to bite.","在月光中眺望他\n\n暗夜中的徘徊者\n\n無聲的腳步\n\n尖利的牙齒\n\n慢慢靠近\n\n瞬間咬殺"
"lore_plains_random01","Where no rain falls\n\nAnd no crops will grow\n\nStill the ground can give up treasures.","從不下雨\n\n寸草不生\n\n但依舊藏著數不清的寶藏。"
